PROJECT;SEQUENCE;STEP;PIN0;PIN1;PIN2;PIN3;PIN4;PIN5;PIN6;PIN7;PIN8;PIN9;PIN10;PIN11;PIN12;PIN13;PIN14;PIN15;PIN16;PIN17;PIN18;PIN19;PIN20;PIN21;PIN22;PIN23;PIN24;PIN25;PIN26;PIN27;PIN28;PIN29;PIN30;PIN31;T0;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;T24;T25;T26;T27;T28;T29;T30;T31;TMAX;TTOTAL;INFO1
StandUp;000001;000001;0;0;0;0;0;0;0;0;0;0;0;0.094;0.097;0;0;0;-0.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;
